battery,propeller_health,cpu_temperature,signal_strength,thermal_status,lidar_status,obstacle_distance,moisture_level,smoke_density,altitude,speed,action
97.02877296259518,58.126781720151634,84.30327512826784,23.918696186548217,1,1,10.978642312763455,38.36176770349826,42.53878189600222,98.09466745217141,5.9522392591753945,CONTINUE_MISSION
89.1960538731324,20.194486903635458,93.43240470950138,36.776174779712235,0,1,3.661959716669502,37.222991702185624,34.26488927421968,70.02858000315403,16.316506604107452,REQUEST_NEAREST_SENSOR
34.10025712521284,90.17516118842858,50.86745606928107,3.571205108274611,1,1,7.253600356163909,15.079765855233983,62.259256227331186,54.369601991078845,19.679507592775195,AUTONOMOUS_MODE
95.24111385163808,63.50519888811085,82.30773352756005,9.418169552517563,1,1,9.85851240479618,21.2672059133715,4.618119693117995,12.364075322114658,6.300300562571205,AUTONOMOUS_MODE
12.888087679075644,80.10399684060465,95.77354515002646,59.45326381345364,1,0,4.389302752361604,12.922935715693207,22.827231921576296,72.701166157198,2.937865856962829,RETURN_TO_BASE
66.688713409759,12.022351113641761,84.2958437757301,28.076885754743163,0,0,7.014710107591118,7.949793358372381,41.2246074003129,28.86163494019888,18.659741472052303,REQUEST_NEAREST_SENSOR
45.91769073818362,85.98709017333476,33.694344474617665,59.82302173274818,1,0,2.149290868412943,75.33538683825697,94.8127127592138,98.8958647166441,14.303030073574801,CONTINUE_MISSION
44.0680546117456,5.256996295447647,76.8063852620469,0.32239982730669636,0,0,8.657372509871905,32.808285091466,62.65512070253162,83.14107433215706,9.190880828449638,AUTONOMOUS_MODE
16.625711409693945,2.5140153106297247,57.92168460983933,25.251353146191036,0,0,0.3675536881928204,61.372447829334966,48.19239111301199,64.15169701835012,6.3267639008621535,REQUEST_NEAREST_SENSOR
64.19911619774523,59.46577027706377,70.42717919060641,33.60121911891953,0,0,11.77885118557738,99.98530258357872,52.45424892308862,96.05614865187637,4.027358400252035,REQUEST_NEAREST_SENSOR
55.77596256219153,61.558238146867204,97.3050626983872,38.557521748334146,0,0,0.7757866250701593,11.800471591232197,16.111680538500337,12.696100933909786,7.12104946488662,REQUEST_NEAREST_SENSOR
42.3672190550053,95.97024470758582,84.62435957972168,50.46770720188899,0,0,11.62143975117043,95.64147710391798,86.21501797779726,22.078735309763946,18.934521883941883,REQUEST_NEAREST_SENSOR
68.42605924027589,44.76540061960495,73.56797275891262,20.817588051473635,1,0,13.93130697002858,27.445659066325266,86.3572740963781,29.466827658905444,9.055016915140085,CONTINUE_MISSION
6.995220368072808,44.38650292990993,37.14316647538358,71.26411499317055,1,1,13.784947816196333,66.66170996758542,7.965062097343589,16.88768707850646,9.006725170434908,RETURN_TO_BASE
23.870743895287948,55.95014658738938,68.07820959647103,5.230448782793006,0,0,9.525910756702883,74.01295374788836,29.504945884301748,41.06739025025534,18.12184002142271,AUTONOMOUS_MODE
42.009666099206044,1.9951182926304933,61.36877177049608,48.62179974319947,1,0,11.520732507269898,90.56436573666343,80.3833817190139,82.03966098614502,6.954418652038165,REDUCE_SPEED
17.927660783481826,56.50584599675796,89.95096885639319,95.12589095968583,1,1,10.730385237584994,94.86482188078213,54.67930687882681,29.241450034958728,12.286214742175213,LOW_POWER_MODE
29.134280181955884,21.226252975628846,61.89853944834528,78.53045522075814,0,0,12.589924262873447,72.36937392057561,22.044559649206853,40.37369462811302,2.3514932687720975,REQUEST_NEAREST_SENSOR
31.547844329631726,95.81347362426482,43.961347322601604,74.01741923194213,0,1,8.462503707395566,47.25766067290221,65.60409198505886,58.39792781299056,5.842549268139831,REQUEST_NEAREST_SENSOR
67.23643169461685,72.60953299219251,60.53499149271156,17.4569834790653,1,0,6.5471677588848936,83.49980399988006,91.64461007988457,56.16538742049728,10.652720714335404,AUTONOMOUS_MODE
71.55174963505063,25.49981251520149,78.57621830427598,97.5103138696922,1,1,6.035121862811003,0.562085182962746,39.24819329829897,82.10924073208594,15.214917170763124,REDUCE_SPEED
97.58200017405119,58.121552149536505,98.4707497580722,13.646940417604014,1,1,2.1929741640797746,80.48941328479752,80.20605661953505,29.993264699819694,6.672258623884284,AUTONOMOUS_MODE
90.19994284369429,85.83730007773327,89.16251512364212,97.05769470440416,0,0,8.67783359431617,67.5949224454101,46.11893902273129,13.174325801429859,17.549027628160452,REQUEST_NEAREST_SENSOR
81.54016817428491,93.97595683416671,98.1302514592847,22.341283363573762,0,0,9.322567168402443,96.78888605006685,70.01933264057443,6.909088479630229,2.2769647543725684,REQUEST_NEAREST_SENSOR
42.34284018513572,27.0862999479625,32.5249092953463,86.92164533125677,1,0,9.922632906790252,21.27923831561933,14.046977879214284,85.05419346885472,15.53135361442452,REDUCE_SPEED
86.23614512090985,36.37584424738505,83.84442990530935,39.73058964815309,0,1,8.076822700292778,71.73066849813516,63.67604218567501,86.86640868597623,1.030206606549291,REQUEST_NEAREST_SENSOR
6.831140732138419,60.48965410849048,31.99561951709009,98.43157133959758,1,0,10.259375186350356,27.65918468916687,12.398343808025924,54.542172249560004,13.341735264665624,RETURN_TO_BASE
62.97492009354816,37.19329843011264,72.92441770822191,27.926747708117905,0,1,11.555922134068227,63.35987491510586,83.57613574985264,21.46270329831915,11.830419638193439,REQUEST_NEAREST_SENSOR
94.54630411389203,23.76670662170043,62.93828612642187,81.23485029551011,0,0,2.512855152448945,57.536275559658364,17.61093902965034,45.091675865001925,5.385373662997473,REQUEST_NEAREST_SENSOR
46.29483323662827,9.832695855068296,87.93996299447949,19.93078526264953,0,1,10.624675347195328,92.97756020083759,5.1596610138291314,19.57644268825812,16.103937219854537,AUTONOMOUS_MODE
54.59393312434738,27.329614244914012,60.290869429817675,17.725934085088003,0,1,8.51412038756648,24.671834036928352,80.12641194689897,84.36936445073988,10.744671169778805,AUTONOMOUS_MODE
